,text,created_at,user_followers,user_friends,retweet_count,favorite_count,processed_text,label
3213,Perdagangan manusia kasus meningkat selama pandemi. ,2024-01-30 04:06:16,592,1872,24,43,dagang manusia tingkat pandemi,1
3214,Penipuan online korban diminta melapor. ,2024-03-04 08:38:29,4666,4490,445,130,tipu online korban lapor,0
3215,Perayaan menjadi pusat perhatian. ,2024-04-22 04:17:51,7065,2884,28,62,raya pusat perhati,1
3216,Narkoba kasus meningkat selama pandemi. ,2024-04-07 06:11:28,9246,2560,446,131,narkoba tingkat pandemi,1
3217,Ekonomi memperkuat hubungan antarwarga. ,2024-06-29 14:07:29,1454,4445,441,63,ekonomi kuat hubung antarwarga,1
3218,Ekosistem menjadi daya tarik utama. ,2024-07-25 19:05:06,8674,2357,401,62,ekosistem daya tarik utama,2
3219,Lingkungan menggali potensi lokal. ,2024-01-04 05:38:01,302,4678,263,266,lingkung gali potensi lokal,1
3220,Penyelundupan penyidikan dilakukan secara intensif. ,2024-02-26 12:50:04,7159,3354,304,296,selundup sidi intensif,1
3221,Museum mendapat respon positif. ,2024-01-07 23:36:20,175,4684,64,97,museum respon positif,2
3222,Inovasi meningkatkan kualitas hidup. ,2024-02-01 09:27:43,2737,3977,157,122,inovasi tingkat kualitas hidup,2
3223,Pencemaran nama baik polisi masih memburu pelaku. ,2024-06-23 01:51:30,2099,490,179,120,cemar nama polisi buru laku,0
3224,Penyerangan tersangka akan segera diadili. ,2024-06-24 15:35:43,569,4484,31,187,serang sangka adil,0
3225,Pameran warga antusias menyambut. ,2024-02-20 09:41:58,9071,2667,103,69,pamer warga antusias sambut,2
3226,Pelecehan pelaku berhasil melarikan diri. ,2024-04-29 19:02:13,2976,975,487,234,leceh laku hasil lari,0
3227,Hubungan internasional telah mencapai kesepakatan. ,2024-02-20 20:29:36,4302,2453,144,270,hubung internasional capai sepakat,1
3228,Ekosistem menjadi inspirasi bagi banyak orang. ,2024-07-18 15:49:04,7511,2290,108,9,ekosistem inspirasi orang,2
3229,Konservasi menjadi inspirasi bagi banyak orang. ,2024-02-02 15:53:39,6576,4493,69,214,konservasi inspirasi orang,1
3230,Kekerasan tersangka akan segera diadili. ,2024-05-26 18:39:21,4836,1644,383,71,keras sangka adil,2
3231,Pembunuhan ada saksi yang melihat kejadian. ,2024-04-05 05:34:26,315,4954,161,198,bunuh saksi jadi,0
3232,Inovasi menarik wisatawan mancanegara. ,2024-06-23 21:19:56,2796,2188,446,223,inovasi tarik wisatawan mancanegara,2
3233,Kesenian memecahkan rekor. ,2024-01-25 14:29:01,9449,295,83,171,seni pecah rekor,1
3234,Kompetisi mengundang banyak pengunjung. ,2024-07-21 07:09:40,7741,4208,308,270,kompetisi undang unjung,1
3235,Ekonomi kreatif memecahkan rekor. ,2024-03-30 09:13:43,2638,2170,312,203,ekonomi kreatif pecah rekor,1
3236,Pencemaran nama baik berhasil ditangkap. ,2024-01-14 14:57:29,3083,1485,128,155,cemar nama hasil tangkap,0
3237,Pameran buku menyediakan fasilitas baru. ,2024-01-16 20:19:53,7115,2244,255,75,pamer buku sedia fasilitas,1
3238,Baturaden program ini sangat inovatif. ,2024-01-01 09:39:11,9535,1390,126,233,baturaden program inovatif,2
3239,Wisata menggali potensi lokal. ,2024-02-14 16:52:34,9920,375,482,258,wisata gali potensi lokal,1
3240,Pembakaran warga diminta waspada. ,2024-06-25 19:23:37,8555,4426,462,178,bakar warga waspada,0
3241,Korupsi terjadi di Medan. ,2024-06-13 07:23:06,1985,4581,99,255,korupsi medan,0
3242,Pemerasan kasus meningkat selama pandemi. ,2024-01-28 19:34:56,9181,4440,133,39,peras tingkat pandemi,1
3243,Kejahatan siber penyidikan dilakukan secara intensif. ,2024-07-20 05:11:45,5189,1484,61,246,jahat siber sidi intensif,0
3244,Pemberdayaan melibatkan banyak peserta. ,2024-04-14 14:23:12,8236,4791,196,197,daya libat serta,0
3245,Kesejahteraan hewan acara berjalan lancar. ,2024-07-08 11:33:34,6059,3412,364,124,sejahtera hewan acara jalan lancar,2
3246,Pengembangan karir menjadi trend baru. ,2024-01-25 04:08:38,5616,4672,272,82,kembang karir trend,2
3247,Pameran menjadi ikon baru. ,2024-03-10 03:40:24,3580,301,376,208,pamer ikon,1
3248,Transportasi umum meraih penghargaan internasional. ,2024-07-23 10:06:10,8219,2850,386,11,transportasi raih harga internasional,2
3249,Sosial menyediakan ruang kreativitas. ,2024-07-17 12:39:08,9392,1451,209,261,sosial sedia ruang kreativitas,1
3250,Baturaden menyediakan fasilitas baru. ,2024-02-10 13:42:33,3875,4978,278,34,baturaden sedia fasilitas,1
3251,Pembangunan meningkatkan kesadaran masyarakat. ,2024-04-28 18:44:58,8734,3450,111,189,bangun tingkat sadar masyarakat,2
3252,Pemalsuan polisi masih memburu pelaku. ,2024-01-16 03:26:06,105,1044,463,266,palsu polisi buru laku,0
3253,Wisata alam acara tersebut sukses besar. ,2024-02-21 20:49:19,3494,4841,307,197,wisata alam acara sukses,2
3254,Musik menjadi inspirasi bagi banyak orang. ,2024-06-20 00:07:43,9635,2133,298,188,musik inspirasi orang,2
3255,Penghijauan menyediakan ruang kreativitas. ,2024-06-25 09:05:53,2626,4952,320,60,hijau sedia ruang kreativitas,1
3256,Pelestarian dapat dinikmati di Purwokerto. ,2024-05-18 03:34:56,7951,4071,262,266,lestari nikmat purwokerto,2
3257,Perjudian ada saksi yang melihat kejadian. ,2024-06-29 00:54:57,8848,2165,129,93,judi saksi jadi,1
3258,Volunteer memberikan hiburan. ,2024-07-01 01:12:17,1307,964,431,97,volunteer hibur,1
3259,Rekreasi menjadi perbincangan hangat. ,2024-07-24 03:08:45,9864,1459,1,292,rekreasi bincang hangat,2
3260,Entrepreneurship menjadi sorotan media. ,2024-01-04 03:37:31,1642,4707,393,215,entrepreneurship sorot media,1
3261,Penipuan kasus meningkat selama pandemi. ,2024-04-30 16:42:21,5519,172,252,9,tipu tingkat pandemi,0
3262,Arkeologi acara berjalan lancar. ,2024-04-04 06:39:46,8880,4761,384,140,arkeologi acara jalan lancar,2
3263,Jurnalistik menggali potensi lokal. ,2024-06-05 01:47:36,4669,773,460,190,jurnalistik gali potensi lokal,1
3264,Lingkungan hidup menciptakan lapangan kerja baru. ,2024-04-02 09:00:04,3148,691,364,85,lingkung hidup cipta lapang kerja,2
3265,Karnaval menyediakan ruang kreativitas. ,2024-01-25 22:49:13,1325,3235,416,249,karnaval sedia ruang kreativitas,2
3266,Pelatihan mendapat pujian banyak pihak. ,2024-05-23 20:19:34,6228,2961,341,158,latih puji,2
3267,Bazar menjunjung tinggi nilai budaya. ,2024-04-13 13:02:30,6913,3349,251,275,bazar junjung nilai budaya,2
3268,Perjudian tersangka mengaku bersalah. ,2024-06-25 06:40:24,4373,2282,58,223,judi sangka aku salah,0
3269,Kesehatan memiliki potensi besar. ,2024-06-02 11:32:28,3008,3142,128,1,sehat milik potensi,2
3270,Pemerasan tersangka akan segera diadili. ,2024-02-14 22:12:50,8243,3363,382,138,peras sangka adil,2
3271,Film menarik perhatian publik. ,2024-05-06 08:22:03,6645,3422,147,264,film tarik perhati publik,1
3272,Transportasi umum mengalami peningkatan. ,2024-07-26 09:54:17,9708,3056,377,54,transportasi alami tingkat,1
3273,Perampokan kasus ini menarik perhatian publik. ,2024-04-29 15:42:34,5462,400,410,27,ampo tarik perhati publik,1
3274,Pelayanan masyarakat menambah wawasan masyarakat. ,2024-07-08 00:16:14,8051,4632,455,48,layan masyarakat tambah wawas masyarakat,2
3275,Perlombaan menambah wawasan masyarakat. ,2024-05-07 07:19:31,6987,1735,167,123,lomba tambah wawas masyarakat,2
3276,Penelitian menjadi perbincangan hangat. ,2024-01-19 04:03:12,9451,1952,49,167,teliti bincang hangat,2
3277,Pameran buku menjadi daya tarik utama. ,2024-06-09 19:09:14,2987,4495,480,179,pamer buku daya tarik utama,2
3278,Pelestarian mempererat hubungan sosial. ,2024-03-08 19:01:11,8689,314,467,123,lestari erat hubung sosial,1
3279,Penipuan polisi masih memburu pelaku. ,2024-03-27 02:29:27,7789,4889,308,67,tipu polisi buru laku,0
3280,Korupsi kejadian ini menggemparkan warga. ,2024-03-01 21:22:22,1127,4191,246,183,korupsi jadi gempar warga,0
3281,Penggelapan tersangka melawan saat ditangkap. ,2024-06-07 13:22:31,4865,2071,17,147,gelap sangka lawan tangkap,0
3282,Urban farming warga antusias menyambut. ,2024-06-28 18:17:54,9128,1339,320,69,urban farming warga antusias sambut,2
3283,Pengembangan karir menjadi agenda tahunan. ,2024-04-03 19:33:19,1834,2589,0,98,kembang karir agenda tahun,2
3284,Volunteer menjadi inspirasi bagi banyak orang. ,2024-07-18 01:46:25,1423,3891,498,202,volunteer inspirasi orang,2
3285,Museum diharapkan memberikan manfaat. ,2024-01-02 23:19:42,1206,1088,8,83,museum harap manfaat,2
3286,Penculikan lokasi kejadian telah diamankan. ,2024-05-04 07:47:43,8416,636,426,15,culi lokasi jadi aman,0
3287,Kejahatan siber kasus ini menarik perhatian publik. ,2024-03-04 18:13:16,9570,2855,344,71,jahat siber tarik perhati publik,0
3288,Kesehatan menjadi agenda tahunan. ,2024-04-17 12:34:35,6683,4298,195,253,sehat agenda tahun,2
3289,Begal barang bukti ditemukan. ,2024-01-03 00:11:11,9164,3404,200,95,begal barang bukti temu,0
3290,Terorisme masih dalam penyelidikan. ,2024-07-04 10:30:39,7802,4798,11,137,terorisme lidi,1
3291,Pemalsuan polisi masih memburu pelaku. ,2024-04-18 16:33:23,4776,1875,229,174,palsu polisi buru laku,0
3292,Begal warga diminta waspada. ,2024-05-08 02:33:40,3489,2457,237,163,begal warga waspada,0
3293,Pemerasan lokasi kejadian telah diamankan. ,2024-04-04 12:01:16,4972,3463,233,300,peras lokasi jadi aman,2
3294,Narkoba polisi berjanji mengusut tuntas. ,2024-02-17 14:25:42,2356,2907,365,244,narkoba polisi janji usut tuntas,1
3295,Pencemaran nama baik kasus ini menarik perhatian publik. ,2024-07-27 23:26:09,3725,1024,242,178,cemar nama tarik perhati publik,1
3296,Penyelundupan kasus ini menarik perhatian publik. ,2024-03-04 17:46:26,9348,3280,356,163,selundup tarik perhati publik,1
3297,Karnaval menyediakan fasilitas baru. ,2024-02-21 08:06:35,9920,3342,463,116,karnaval sedia fasilitas,1
3298,Pemalsuan tersangka akan segera diadili. ,2024-04-26 02:04:19,7656,777,467,187,palsu sangka adil,0
3299,Perpustakaan memberikan hiburan. ,2024-01-04 03:17:41,8683,2446,92,291,pustaka hibur,0
3300,Fotografi menyediakan fasilitas baru. ,2024-07-08 07:17:54,8907,438,28,135,fotografi sedia fasilitas,2
3301,Kesejahteraan program ini sangat inovatif. ,2024-06-20 09:31:52,6002,4719,18,159,sejahtera program inovatif,2
3302,Korupsi ada saksi yang melihat kejadian. ,2024-03-01 07:47:05,5667,374,298,80,korupsi saksi jadi,0
3303,Pengembangan karir acara tersebut sukses besar. ,2024-06-07 03:42:31,4562,1622,466,201,kembang karir acara sukses,2
3304,Pencurian masih dalam penyelidikan. ,2024-04-02 02:04:09,474,4294,97,94,curi lidi,0
3305,Perjudian barang bukti ditemukan. ,2024-02-06 10:49:39,6586,4967,140,215,judi barang bukti temu,1
3306,Urban farming melibatkan banyak peserta. ,2024-02-05 20:06:25,4236,3216,428,233,urban farming libat serta,1
3307,Lingkungan hidup menyediakan fasilitas baru. ,2024-06-02 02:13:24,5992,1894,206,158,lingkung hidup sedia fasilitas,1
3308,Penipuan online kasus meningkat selama pandemi. ,2024-01-10 08:09:03,748,1865,161,104,tipu online tingkat pandemi,0
3309,Pemalsuan masih dalam penyelidikan. ,2024-07-24 12:26:25,3800,2024,5,199,palsu lidi,0
3310,Volunteer meraih penghargaan internasional. ,2024-03-17 02:30:55,2403,2116,425,5,volunteer raih harga internasional,2
3311,Penipuan kejadian ini menggemparkan warga. ,2024-03-09 07:52:47,639,4157,287,274,tipu jadi gempar warga,0
3312,Konser menjadi inspirasi bagi banyak orang. ,2024-02-11 03:31:15,6687,1130,375,171,konser inspirasi orang,2
3313,Entrepreneurship dapat dinikmati di Semarang. ,2024-01-21 18:33:27,9167,481,337,63,entrepreneurship nikmat semarang,2
3314,Penipuan online ada saksi yang melihat kejadian. ,2024-01-07 14:28:19,3712,2203,201,58,tipu online saksi jadi,0
3315,Korupsi barang bukti ditemukan. ,2024-01-19 03:26:54,9036,870,272,272,korupsi barang bukti temu,0
3316,Perdagangan manusia lokasi kejadian telah diamankan. ,2024-07-02 23:10:23,6670,2037,244,218,dagang manusia lokasi jadi aman,2
3317,Pelecehan ada saksi yang melihat kejadian. ,2024-03-08 01:49:53,6349,4141,257,177,leceh saksi jadi,0
3318,Teknologi diharapkan memberikan manfaat. ,2024-03-05 01:09:14,2796,4432,98,201,teknologi harap manfaat,2
3319,Pembunuhan polisi berjanji mengusut tuntas. ,2024-04-18 17:10:49,1785,1330,77,247,bunuh polisi janji usut tuntas,0
3320,Hubungan internasional menyediakan fasilitas baru. ,2024-02-02 12:05:25,5874,1186,68,174,hubung internasional sedia fasilitas,1
3321,Pelecehan lokasi kejadian telah diamankan. ,2024-03-29 04:29:29,7003,4577,323,119,leceh lokasi jadi aman,2
3322,Tari membuka peluang investasi. ,2024-01-12 12:16:46,7187,934,91,175,tari buka peluang investasi,1
3323,Penipuan ada saksi yang melihat kejadian. ,2024-04-22 09:06:45,6383,3535,446,26,tipu saksi jadi,0
3324,Penghijauan program ini sangat inovatif. ,2024-07-07 05:59:54,1564,4619,160,250,hijau program inovatif,2
3325,Lingkungan hidup menjadi ikon baru. ,2024-07-04 02:56:25,8872,4257,337,134,lingkung hidup ikon,2
3326,Pembobolan kejadian ini menggemparkan warga. ,2024-07-22 05:10:00,5891,2493,88,221,bobol jadi gempar warga,0
3327,Wisata membuka peluang investasi. ,2024-07-23 03:56:30,3636,2752,158,3,wisata buka peluang investasi,1
3328,Kekerasan barang bukti ditemukan. ,2024-02-08 14:17:04,5126,1609,282,29,keras barang bukti temu,0
3329,Pengembangan karir mendapat pujian banyak pihak. ,2024-07-16 03:29:12,6625,3529,390,276,kembang karir puji,2
3330,Pemalsuan ada saksi yang melihat kejadian. ,2024-02-06 09:24:41,1729,4080,31,223,palsu saksi jadi,0
3331,Penganiayaan penyidikan dilakukan secara intensif. ,2024-02-10 10:31:11,442,4881,298,151,aniaya sidi intensif,1
3332,Penyerangan lokasi kejadian telah diamankan. ,2024-02-06 03:52:29,419,2337,280,29,serang lokasi jadi aman,2
3333,Korupsi kejadian ini menggemparkan warga. ,2024-03-06 23:46:04,7462,1997,42,58,korupsi jadi gempar warga,0
3334,Seni kontemporer memberikan hiburan. ,2024-02-17 18:45:40,5081,3262,109,127,seni kontemporer hibur,0
3335,Komunitas mendongkrak perekonomian daerah. ,2024-03-08 14:37:29,951,68,395,300,komunitas dongkrak ekonomi daerah,1
3336,Rekreasi menjadi sorotan media. ,2024-06-30 04:07:13,6740,3421,192,153,rekreasi sorot media,1
3337,Pendakian telah mencapai kesepakatan. ,2024-07-27 16:01:19,9281,2392,103,67,daki capai sepakat,2
3338,Penyerangan lokasi kejadian telah diamankan. ,2024-04-14 02:20:36,4078,4633,177,191,serang lokasi jadi aman,2
3339,Kegiatan ekstrakurikuler diharapkan memberikan manfaat. ,2024-03-23 11:51:58,2401,2228,49,159,giat ekstrakurikuler harap manfaat,2
3340,Narkoba masih dalam penyelidikan. ,2024-05-06 06:54:08,2478,1240,240,237,narkoba lidi,1
3341,Penculikan tersangka mencoba melarikan diri. ,2024-03-24 21:14:59,6320,772,98,91,culi sangka coba lari,0
3342,Ekonomi kreatif memecahkan rekor. ,2024-04-20 11:32:01,3434,1101,76,114,ekonomi kreatif pecah rekor,1
3343,Penipuan online korban diminta melapor. ,2024-04-21 16:46:12,4272,4682,430,206,tipu online korban lapor,0
3344,Pencemaran nama baik tersangka melawan saat ditangkap. ,2024-04-13 05:11:39,4942,1458,252,48,cemar nama sangka lawan tangkap,0
3345,Pariwisata menjadi sorotan media. ,2024-03-20 12:22:42,9456,858,232,178,pariwisata sorot media,1
3346,Turnamen mendorong inovasi lokal. ,2024-01-10 13:19:58,7073,2854,211,145,turnamen dorong inovasi lokal,2
3347,Pencurian lokasi kejadian telah diamankan. ,2024-03-10 06:21:38,3097,2044,342,242,curi lokasi jadi aman,0
3348,Kebudayaan daerah acara tersebut sukses besar. ,2024-03-27 15:06:50,5254,4209,321,212,budaya daerah acara sukses,2
3349,Pencemaran nama baik kejadian ini menggemparkan warga. ,2024-04-17 06:55:33,6674,235,82,156,cemar nama jadi gempar warga,0
3350,Korupsi lokasi kejadian telah diamankan. ,2024-03-06 09:47:01,5164,927,437,277,korupsi lokasi jadi aman,0
3351,Perdagangan manusia motif masih belum diketahui. ,2024-01-16 03:20:28,8761,4251,241,50,dagang manusia motif,0
3352,Kerjasama memecahkan rekor. ,2024-06-24 13:19:59,4026,2138,77,270,kerjasama pecah rekor,1
3353,Penyerangan tersangka melawan saat ditangkap. ,2024-06-06 07:07:01,5070,1592,77,3,serang sangka lawan tangkap,0
3354,Begal barang bukti ditemukan. ,2024-05-16 22:19:48,3817,3748,154,209,begal barang bukti temu,0
3355,Penggelapan motif masih belum diketahui. ,2024-07-02 13:40:58,2134,3256,280,222,gelap motif,0
3356,Teknologi informasi mempererat hubungan sosial. ,2024-01-30 19:29:50,6154,1399,408,119,teknologi informasi erat hubung sosial,1
3357,Narkoba kasus meningkat selama pandemi. ,2024-04-15 22:18:49,9161,1935,230,144,narkoba tingkat pandemi,1
3358,Pengembangan diri mempererat hubungan sosial. ,2024-03-03 23:58:42,6086,2240,384,225,kembang erat hubung sosial,1
3359,Wisata alam membuka peluang investasi. ,2024-05-31 17:01:34,6371,1678,423,74,wisata alam buka peluang investasi,1
3360,Penyelundupan barang bukti ditemukan. ,2024-07-18 09:03:22,3750,665,131,172,selundup barang bukti temu,1
3361,Olimpiade menarik perhatian publik. ,2024-06-21 01:06:03,9470,2453,205,105,olimpiade tarik perhati publik,1
3362,Kompetisi menciptakan lapangan kerja baru. ,2024-02-18 19:10:32,4472,2359,52,1,kompetisi cipta lapang kerja,1
3363,Pemerasan masih dalam penyelidikan. ,2024-01-21 10:16:11,5430,4223,328,179,peras lidi,1
3364,Perayaan membuka peluang investasi. ,2024-06-24 09:41:56,4826,3985,20,292,raya buka peluang investasi,1
3365,Pencemaran nama baik tersangka melawan saat ditangkap. ,2024-07-23 17:50:20,6928,2452,212,212,cemar nama sangka lawan tangkap,0
3366,Pengembangan diri menjadi sorotan media. ,2024-03-01 13:34:55,4221,2850,133,281,kembang sorot media,1
3367,Ekonomi kreatif memberikan hiburan. ,2024-05-25 01:13:42,7517,1452,213,52,ekonomi kreatif hibur,1
3368,Korupsi barang bukti ditemukan. ,2024-03-12 07:22:53,5432,516,301,177,korupsi barang bukti temu,0
3369,Volunteer menarik perhatian publik. ,2024-04-09 04:01:00,9720,508,101,20,volunteer tarik perhati publik,1
3370,Pariwisata memiliki potensi besar. ,2024-06-14 09:25:06,7553,1770,354,101,pariwisata milik potensi,1
3371,Penggelapan tersangka akan segera diadili. ,2024-01-20 19:20:15,4189,1208,134,10,gelap sangka adil,0
3372,Pembobolan barang bukti ditemukan. ,2024-02-25 07:45:15,9155,1330,359,94,bobol barang bukti temu,0
3373,Entrepreneurship dapat dinikmati di Bekasi. ,2024-06-13 12:15:46,2378,2630,120,88,entrepreneurship nikmat bekas,2
3374,Pengembangan diri mendongkrak perekonomian daerah. ,2024-01-23 05:36:28,5551,4973,483,224,kembang dongkrak ekonomi daerah,1
3375,Pelatihan menjadi sorotan media. ,2024-07-04 11:14:40,9310,3276,134,256,latih sorot media,0
3376,Penyerangan tersangka melawan saat ditangkap. ,2024-01-02 03:50:37,4347,3917,468,177,serang sangka lawan tangkap,0
3377,Perlombaan acara berjalan lancar. ,2024-01-03 09:09:55,9518,777,473,217,lomba acara jalan lancar,2
3378,Penculikan motif masih belum diketahui. ,2024-02-01 22:28:00,8151,2564,255,256,culi motif,0
3379,Kuliner memiliki potensi besar. ,2024-06-08 14:16:18,569,4845,149,192,kuliner milik potensi,2
3380,Penyelundupan polisi berjanji mengusut tuntas. ,2024-02-22 03:45:33,3729,3016,99,182,selundup polisi janji usut tuntas,0
3381,Kerajinan tangan menjadi pusat perhatian. ,2024-06-15 09:56:00,1884,768,146,196,rajin tangan pusat perhati,2
3382,Cyberbullying berhasil ditangkap. ,2024-06-18 06:20:06,3401,2131,312,189,cyberbullying hasil tangkap,1
3383,Penghargaan menggali potensi lokal. ,2024-02-26 13:11:56,6730,4009,17,129,harga gali potensi lokal,1
3384,Literasi mengalami peningkatan. ,2024-07-25 21:40:45,2496,4973,247,123,literasi alami tingkat,1
3385,Kekerasan kasus ini menarik perhatian publik. ,2024-07-18 16:52:24,6902,2657,160,118,keras tarik perhati publik,0
3386,Begal barang bukti ditemukan. ,2024-07-12 03:34:49,5577,2129,417,157,begal barang bukti temu,0
3387,Narkoba pelaku berhasil melarikan diri. ,2024-06-08 13:34:29,2736,82,378,153,narkoba laku hasil lari,0
3388,Edukasi lingkungan menyediakan fasilitas baru. ,2024-05-07 23:57:34,2517,645,251,249,edukasi lingkung sedia fasilitas,1
